ICAO Empresa Aerea;Numero Voo;Codigo DI;Codigo Tipo Linha;ICAO Aerodromo Origem;ICAO Aerodromo Destino;Partida Prevista;Partida Real;Chegada Prevista;Chegada Real;Situacao Voo
GLO;1911;0;N;SBFZ;SBRF;24/07/2020 20:15;24/07/2020 20:06;24/07/2020 21:25;24/07/2020 21:16;REALIZADO
UAE;9914;0;G;TJBQ;EHAM;24/07/2020 20:15;;25/07/2020 04:45;;CANCELADO
LCO;1508;0;G;GVAC;SBGR;24/07/2020 20:25;;25/07/2020 03:15;;CANCELADO
TAM;3231;0;N;SBPA;SBBR;24/07/2020 20:25;24/07/2020 20:14;24/07/2020 22:50;24/07/2020 22:38;REALIZADO
AZU;4456;0;N;SBSP;SBRJ;24/07/2020 20:30;24/07/2020 20:18;24/07/2020 21:30;24/07/2020 21:05;REALIZADO
GLO;1843;0;N;SBGL;SBBR;24/07/2020 20:30;24/07/2020 20:27;24/07/2020 22:15;24/07/2020 22:09;REALIZADO
GLO;2248;0;N;SBGL;SBFZ;24/07/2020 20:30;24/07/2020 20:20;24/07/2020 23:45;24/07/2020 23:31;REALIZADO
GLO;2254;0;N;SBGL;SBEG;24/07/2020 20:30;24/07/2020 20:19;25/07/2020 00:30;25/07/2020 00:29;REALIZADO
GLO;2908;0;N;SBSP;SBRJ;24/07/2020 20:30;24/07/2020 20:20;24/07/2020 21:35;24/07/2020 21:13;REALIZADO
GTI;61;9;X;KMIA;SBKP;24/07/2020 20:30;24/07/2020 20:27;25/07/2020 04:40;25/07/2020 04:47;REALIZADO
TAM;3193;0;N;SBRJ;SBSP;24/07/2020 20:30;24/07/2020 20:21;24/07/2020 21:35;24/07/2020 21:18;REALIZADO
TAM;3527;0;N;SBBR;SBSP;24/07/2020 20:30;24/07/2020 20:18;24/07/2020 22:10;24/07/2020 21:58;REALIZADO
AZU;4545;0;N;SBEG;SBPV;24/07/2020 20:35;24/07/2020 20:26;24/07/2020 22:00;24/07/2020 21:52;REALIZADO
GLO;2228;0;N;SBGL;SBVT;24/07/2020 20:35;24/07/2020 20:24;24/07/2020 21:35;24/07/2020 21:32;REALIZADO
TAM;3162;0;N;SBPA;SBSP;24/07/2020 20:35;24/07/2020 20:23;24/07/2020 22:25;24/07/2020 21:48;REALIZADO
TAM;3611;0;N;SBFL;SBGR;24/07/2020 20:35;24/07/2020 20:28;24/07/2020 21:50;24/07/2020 21:36;REALIZADO
TAM;4629;0;N;SBPA;SBGR;24/07/2020 20:35;24/07/2020 20:31;24/07/2020 22:10;24/07/2020 22:09;REALIZADO
GLO;1804;0;N;SBBR;SBRJ;24/07/2020 20:40;24/07/2020 20:32;24/07/2020 22:25;24/07/2020 21:59;REALIZADO
GLO;1820;0;N;SBBR;SBCT;24/07/2020 20:40;24/07/2020 20:34;24/07/2020 22:35;24/07/2020 22:25;REALIZADO
GLO;2206;0;N;SBGL;SBSV;24/07/2020 20:40;24/07/2020 20:30;24/07/2020 22:50;24/07/2020 22:38;REALIZADO
GLO;2240;0;N;SBGL;SBRF;24/07/2020 20:40;24/07/2020 20:35;24/07/2020 23:40;24/07/2020 23:19;REALIZADO
GLO;1113;0;N;SBBR;SBSP;24/07/2020 20:45;24/07/2020 20:32;24/07/2020 22:25;24/07/2020 22:06;REALIZADO
GLO;1860;0;N;SBBR;SBPA;24/07/2020 20:45;24/07/2020 20:41;24/07/2020 23:25;24/07/2020 22:54;REALIZADO
TAM;3040;0;N;SBCF;SBSP;24/07/2020 20:45;24/07/2020 20:36;24/07/2020 22:05;24/07/2020 21:52;REALIZADO
TAM;3336;0;N;SBVT;SBGR;24/07/2020 20:45;24/07/2020 20:40;24/07/2020 22:15;24/07/2020 22:13;REALIZADO
TAM;3381;0;N;SBBR;SBGR;24/07/2020 20:45;24/07/2020 20:35;24/07/2020 22:20;24/07/2020 22:13;REALIZADO
GLO;1816;0;N;SBBR;SBCY;24/07/2020 20:50;24/07/2020 20:38;24/07/2020 22:35;24/07/2020 22:13;REALIZADO
LTG;8460;0;G;SEQM;KMIA;24/07/2020 20:50;;25/07/2020 00:55;;CANCELADO
TAM;3020;0;N;SBCT;SBSP;24/07/2020 20:50;24/07/2020 20:39;24/07/2020 21:50;24/07/2020 21:30;REALIZADO
TAM;3409;0;N;SBLO;SBGR;24/07/2020 20:50;24/07/2020 20:40;24/07/2020 22:10;24/07/2020 21:39;REALIZADO
GLO;1123;0;N;SBBR;SBGR;24/07/2020 20:55;24/07/2020 21:04;24/07/2020 22:45;24/07/2020 22:40;REALIZADO
GLO;1166;0;N;SBBR;SBKP;24/07/2020 20:55;24/07/2020 20:51;24/07/2020 22:30;24/07/2020 22:18;REALIZADO
GLO;1842;0;N;SBBR;SBGL;24/07/2020 20:55;24/07/2020 20:51;24/07/2020 22:40;24/07/2020 22:36;REALIZADO
OWT;5602;0;C;SBVT;SBGR;24/07/2020 20:55;24/07/2020 20:55;24/07/2020 23:50;24/07/2020 23:49;REALIZADO
TAM;3876;0;N;SBNF;SBGR;24/07/2020 20:55;24/07/2020 20:44;24/07/2020 22:05;24/07/2020 21:46;REALIZADO
LTG;8496;0;G;SBKP;SAEZ;24/07/2020 21:00;24/07/2020 20:44;24/07/2020 23:45;24/07/2020 23:13;REALIZADO
TAM;3341;0;N;SBCF;SBGR;24/07/2020 21:00;24/07/2020 20:49;24/07/2020 22:15;24/07/2020 21:56;REALIZADO
AZU;4455;0;N;SBCF;SBSP;24/07/2020 21:05;24/07/2020 20:59;24/07/2020 22:25;24/07/2020 22:12;REALIZADO
GLO;1812;0;N;SBBR;SBGO;24/07/2020 21:05;24/07/2020 20:52;24/07/2020 21:50;24/07/2020 21:37;REALIZADO
GLO;1830;0;N;SBBR;SBCF;24/07/2020 21:05;24/07/2020 21:01;24/07/2020 22:20;24/07/2020 22:11;REALIZADO
TAM;3296;0;N;SBRJ;SBGR;24/07/2020 21:05;24/07/2020 20:57;24/07/2020 22:10;24/07/2020 22:07;REALIZADO
TAM;3587;0;N;SBRF;SBBR;24/07/2020 21:05;24/07/2020 20:55;24/07/2020 23:45;24/07/2020 23:33;REALIZADO
AZU;4416;0;N;SBCF;SBRJ;24/07/2020 21:10;24/07/2020 21:07;24/07/2020 22:25;24/07/2020 22:17;REALIZADO
TAM;3687;0;N;SBCT;SBGR;24/07/2020 21:10;24/07/2020 21:02;24/07/2020 22:20;24/07/2020 21:54;REALIZADO
TAM;4655;0;N;SBFZ;SBBR;24/07/2020 21:10;24/07/2020 21:06;24/07/2020 23:45;24/07/2020 23:39;REALIZADO
AZU;4412;0;N;SBCF;SBVT;24/07/2020 21:15;;24/07/2020 22:35;;CANCELADO
PTB;2278;0;N;SBBR;SBSR;24/07/2020 21:15;24/07/2020 21:06;24/07/2020 22:55;24/07/2020 22:37;REALIZADO
AZU;4500;0;N;SBCF;SBBE;24/07/2020 21:20;24/07/2020 21:13;25/07/2020 00:25;25/07/2020 00:13;REALIZADO
GLO;1074;0;N;SBGR;SBRJ;24/07/2020 21:20;24/07/2020 21:13;24/07/2020 22:20;24/07/2020 22:04;REALIZADO
AZU;4525;0;N;SBCF;SBGR;24/07/2020 21:25;24/07/2020 21:20;24/07/2020 22:45;24/07/2020 22:50;REALIZADO
KAL;274;0;X;KLAX;RKSI;24/07/2020 21:25;24/07/2020 21:22;25/07/2020 10:25;25/07/2020 09:45;REALIZADO
AZU;4356;0;N;SBKP;SBRJ;24/07/2020 21:30;24/07/2020 21:49;24/07/2020 22:25;24/07/2020 22:43;REALIZADO
AZU;4376;0;N;SBCF;SBUL;24/07/2020 21:30;24/07/2020 21:20;24/07/2020 22:45;24/07/2020 22:23;REALIZADO
GLO;2264;0;N;SBGL;SBCF;24/07/2020 21:30;24/07/2020 21:21;24/07/2020 22:35;24/07/2020 22:22;REALIZADO
AZU;4322;0;N;SBKP;SBCF;24/07/2020 21:35;24/07/2020 21:33;24/07/2020 22:45;24/07/2020 22:33;REALIZADO
AZU;4517;0;N;SBGR;SBPA;24/07/2020 21:35;24/07/2020 21:28;24/07/2020 23:25;24/07/2020 23:01;REALIZADO
AZU;4306;0;N;SBKP;SBPA;24/07/2020 21:40;24/07/2020 21:43;24/07/2020 23:25;24/07/2020 23:08;REALIZADO
AZU;4552;0;N;SBCF;SBSV;24/07/2020 21:40;24/07/2020 21:29;24/07/2020 23:25;24/07/2020 23:22;REALIZADO
AZU;4314;0;N;SBKP;SBCT;24/07/2020 21:45;24/07/2020 22:03;24/07/2020 22:45;24/07/2020 23:00;REALIZADO
GLO;1310;0;N;SBGR;SBPA;24/07/2020 21:45;24/07/2020 21:45;24/07/2020 23:25;24/07/2020 23:31;REALIZADO
AZU;4410;0;N;SBKP;SBVT;24/07/2020 21:50;24/07/2020 21:53;24/07/2020 23:25;24/07/2020 23:21;REALIZADO
AZU;4420;0;N;SBCF;SBMK;24/07/2020 21:50;24/07/2020 22:13;24/07/2020 23:05;24/07/2020 23:28;REALIZADO
CLX;7645;0;G;SBKP;SCEL;24/07/2020 21:50;;25/07/2020 02:00;;CANCELADO
AZU;4398;0;N;SBKP;SBBR;24/07/2020 21:55;24/07/2020 21:57;24/07/2020 23:40;24/07/2020 23:32;REALIZADO
GLO;1730;0;N;SBGR;SBRF;24/07/2020 21:55;24/07/2020 21:48;25/07/2020 01:00;25/07/2020 00:44;REALIZADO
PTB;2216;0;N;SBGR;SBRP;24/07/2020 21:55;24/07/2020 21:46;24/07/2020 23:05;24/07/2020 22:55;REALIZADO
AZU;4364;0;N;SBKP;SBNF;24/07/2020 22:00;24/07/2020 21:59;24/07/2020 23:10;24/07/2020 23:01;REALIZADO
GLO;1122;0;N;SBGR;SBBR;24/07/2020 22:00;24/07/2020 21:57;24/07/2020 23:40;24/07/2020 23:36;REALIZADO
GLO;1743;0;N;SBGR;SBEG;24/07/2020 22:00;24/07/2020 22:00;25/07/2020 01:50;25/07/2020 01:53;REALIZADO
AZU;4382;0;N;SBKP;SBEG;24/07/2020 22:05;24/07/2020 22:19;25/07/2020 01:40;25/07/2020 01:58;REALIZADO
AZU;4392;0;N;SBKP;SBUL;24/07/2020 22:05;24/07/2020 22:04;24/07/2020 23:35;24/07/2020 23:38;REALIZADO
GLO;1162;0;N;SBGR;SBGO;24/07/2020 22:05;24/07/2020 22:05;24/07/2020 23:40;24/07/2020 23:40;REALIZADO
GLO;1428;0;N;SBGR;SBVT;24/07/2020 22:05;24/07/2020 21:57;24/07/2020 23:30;24/07/2020 23:17;REALIZADO
GLO;1432;0;N;SBGR;SBUL;24/07/2020 22:05;24/07/2020 22:01;24/07/2020 23:35;24/07/2020 23:13;REALIZADO
PTB;2268;0;N;SBGR;SBDO;24/07/2020 22:05;24/07/2020 21:56;25/07/2020 00:25;25/07/2020 00:38;REALIZADO
UAL;62;0;X;KIAH;SBGR;24/07/2020 22:05;23/07/2020 21:55;25/07/2020 07:45;24/07/2020 07:42;REALIZADO
GLO;1911;0;N;SBRF;SBSV;24/07/2020 22:10;24/07/2020 22:04;24/07/2020 23:35;24/07/2020 23:25;REALIZADO
AZU;4334;0;N;SBKP;SBRF;24/07/2020 22:15;24/07/2020 22:18;25/07/2020 01:10;25/07/2020 01:06;REALIZADO
GLO;1326;0;N;SBGR;SBFL;24/07/2020 22:15;24/07/2020 22:39;24/07/2020 23:30;24/07/2020 23:41;REALIZADO
GLO;1760;0;N;SBGR;SBBE;24/07/2020 22:15;24/07/2020 22:05;25/07/2020 01:50;25/07/2020 01:46;REALIZADO
GLO;1784;0;N;SBGR;SBFZ;24/07/2020 22:15;24/07/2020 22:19;25/07/2020 01:35;25/07/2020 01:45;REALIZADO
AZU;4368;0;N;SBKP;SBFL;24/07/2020 22:20;24/07/2020 22:14;24/07/2020 23:30;24/07/2020 23:13;REALIZADO
GEC;8254;0;X;GOBD;SBKP;24/07/2020 22:20;24/07/2020 22:20;25/07/2020 04:55;25/07/2020 04:48;REALIZADO
GLO;1448;0;N;SBGR;SBCF;24/07/2020 22:20;24/07/2020 22:18;24/07/2020 23:25;24/07/2020 23:25;REALIZADO
TAM;3326;0;N;SBGR;SBFZ;24/07/2020 22:20;24/07/2020 22:13;25/07/2020 01:40;25/07/2020 01:38;REALIZADO
AZU;4326;0;N;SBKP;SBGO;24/07/2020 22:25;;25/07/2020 00:10;;CANCELADO
AZU;9961;0;C;SBNF;SBKP;24/07/2020 22:25;24/07/2020 21:57;24/07/2020 23:50;24/07/2020 23:21;REALIZADO
GLO;1218;0;N;SBGR;SBCT;24/07/2020 22:25;24/07/2020 22:19;24/07/2020 23:30;24/07/2020 23:13;REALIZADO
AAL;9716;2;X;SBGR;KMIA;24/07/2020 22:30;24/07/2020 22:06;25/07/2020 07:35;25/07/2020 06:31;REALIZADO
AZU;4386;0;N;SBKP;SBAU;24/07/2020 22:30;24/07/2020 22:30;24/07/2020 23:55;24/07/2020 23:55;REALIZADO
AZU;8705;0;I;KFLL;SBKP;24/07/2020 22:30;24/07/2020 22:42;25/07/2020 07:00;25/07/2020 07:13;REALIZADO
GLO;1720;0;N;SBGR;SBSV;24/07/2020 22:30;24/07/2020 22:17;25/07/2020 00:55;25/07/2020 00:28;REALIZADO
AZU;4360;0;N;SBKP;SBCG;24/07/2020 22:35;24/07/2020 22:43;25/07/2020 00:15;25/07/2020 00:21;REALIZADO
GLO;1066;0;N;SBGR;SBGL;24/07/2020 22:35;24/07/2020 22:25;24/07/2020 23:40;24/07/2020 23:24;REALIZADO
AZU;4470;0;N;SBKP;SBFZ;24/07/2020 22:40;24/07/2020 22:50;25/07/2020 02:00;25/07/2020 01:59;REALIZADO
TAM;8064;0;I;SBGR;LEMD;24/07/2020 22:40;24/07/2020 22:36;25/07/2020 08:35;25/07/2020 08:41;REALIZADO
AZU;4484;0;N;SBKP;SBPV;24/07/2020 22:45;24/07/2020 22:57;25/07/2020 02:15;25/07/2020 02:26;REALIZADO
GLO;1140;0;N;SBGR;SBCG;24/07/2020 22:45;24/07/2020 22:25;25/07/2020 00:35;25/07/2020 00:24;REALIZADO
AZU;4504;0;N;SBKP;SBRP;24/07/2020 22:50;24/07/2020 22:51;24/07/2020 23:55;24/07/2020 23:55;REALIZADO
AZU;4506;0;N;SBKP;SBSR;24/07/2020 22:55;24/07/2020 23:02;25/07/2020 00:10;25/07/2020 00:13;REALIZADO
LAE;1825;0;X;SBGL;SBKP;24/07/2020 22:55;24/07/2020 23:20;25/07/2020 00:10;25/07/2020 00:16;REALIZADO
AZU;4545;0;N;SBPV;SBCY;24/07/2020 23:00;24/07/2020 22:48;25/07/2020 00:55;25/07/2020 00:32;REALIZADO
TAM;3512;0;N;SBGR;SBRF;24/07/2020 23:00;24/07/2020 22:56;25/07/2020 02:00;25/07/2020 01:47;REALIZADO
TAM;8132;0;I;SBGR;LPPT;24/07/2020 23:00;24/07/2020 23:05;25/07/2020 08:30;25/07/2020 08:34;REALIZADO
OWT;5621;0;C;SBSG;SBRF;24/07/2020 23:10;;25/07/2020 00:15;;CANCELADO
AZU;9704;0;G;SBKP;KFLL;24/07/2020 23:15;24/07/2020 23:16;25/07/2020 08:15;25/07/2020 08:42;REALIZADO
TAM;3310;0;N;SBGR;SBSV;24/07/2020 23:15;24/07/2020 23:04;25/07/2020 01:30;25/07/2020 01:17;REALIZADO
AZU;4520;0;N;SBGR;SBRF;24/07/2020 23:20;24/07/2020 23:21;25/07/2020 02:30;25/07/2020 02:16;REALIZADO
UAL;63;0;X;SBGR;KIAH;24/07/2020 23:30;24/07/2020 23:15;25/07/2020 09:10;25/07/2020 08:59;REALIZADO
AZU;4340;0;N;SBKP;SBCY;24/07/2020 23:40;24/07/2020 23:42;25/07/2020 01:45;25/07/2020 01:43;REALIZADO
AZU;4372;0;N;SBKP;SBSV;24/07/2020 23:50;24/07/2020 23:49;25/07/2020 02:10;25/07/2020 01:58;REALIZADO
TAM;8084;0;I;SBGR;EGLL;24/07/2020 23:50;24/07/2020 23:53;25/07/2020 11:05;25/07/2020 11:06;REALIZADO
TAM;9565;2;N;SBGR;SBEG;24/07/2020 23:50;24/07/2020 23:57;25/07/2020 04:25;25/07/2020 03:54;REALIZADO
LAE;2851;0;G;KMIA;SBGR;24/07/2020 23:55;;25/07/2020 08:00;;CANCELADO
LTG;8451;0;G;SBEG;SBGR;25/07/2020 00:05;;25/07/2020 03:45;;CANCELADO
THY;6153;0;G;LTFM;GOBD;25/07/2020 00:15;;25/07/2020 07:25;;CANCELADO
OWT;5603;0;C;SBGR;SBJD;25/07/2020 00:30;25/07/2020 00:16;25/07/2020 00:40;25/07/2020 00:49;REALIZADO
OWT;5621;0;C;SBRF;SBMO;25/07/2020 00:45;;25/07/2020 01:35;;CANCELADO
AZU;4326;0;N;SBGO;SBPJ;25/07/2020 01:00;;25/07/2020 02:20;;CANCELADO
LTG;8496;0;G;SAEZ;SCEL;25/07/2020 01:00;25/07/2020 00:40;25/07/2020 03:20;25/07/2020 02:36;REALIZADO
QTR;773;0;X;OTHH;SBGR;25/07/2020 01:25;25/07/2020 01:31;25/07/2020 17:20;25/07/2020 16:40;REALIZADO
ETH;507;0;X;SBGR;HAAB;25/07/2020 01:45;25/07/2020 01:46;25/07/2020 13:45;25/07/2020 13:35;REALIZADO
OWT;5621;0;C;SBMO;SBAR;25/07/2020 01:55;;25/07/2020 02:55;;CANCELADO
QTR;774;0;X;SBGR;OTHH;25/07/2020 01:55;25/07/2020 02:12;25/07/2020 16:45;25/07/2020 17:12;REALIZADO
TAM;4673;0;N;SBSV;SBGR;25/07/2020 02:25;25/07/2020 02:08;25/07/2020 04:55;25/07/2020 04:35;REALIZADO
LCO;1505;0;G;KMIA;EHAM;25/07/2020 02:30;;25/07/2020 11:20;;CANCELADO
AZU;4501;0;N;SBBE;SBCF;25/07/2020 02:40;25/07/2020 02:35;25/07/2020 05:30;25/07/2020 05:33;REALIZADO
AZU;4471;0;N;SBFZ;SBKP;25/07/2020 03:05;25/07/2020 02:54;25/07/2020 06:30;25/07/2020 06:20;REALIZADO
AZU;4485;0;N;SBPV;SBKP;25/07/2020 03:05;25/07/2020 03:15;25/07/2020 06:25;25/07/2020 06:24;REALIZADO
AZU;4383;0;N;SBEG;SBKP;25/07/2020 03:15;25/07/2020 03:09;25/07/2020 06:50;25/07/2020 06:34;REALIZADO
OWT;5621;0;C;SBAR;SBSV;25/07/2020 03:15;;25/07/2020 04:20;;CANCELADO
AZU;4327;0;N;SBPJ;SBGO;25/07/2020 03:20;25/07/2020 03:17;25/07/2020 04:40;25/07/2020 04:34;REALIZADO
LAE;1825;0;X;SBKP;SKBO;25/07/2020 03:25;25/07/2020 03:02;25/07/2020 09:15;25/07/2020 08:56;REALIZADO
TAM;4745;0;N;SBFZ;SBGR;25/07/2020 03:25;25/07/2020 03:14;25/07/2020 06:55;25/07/2020 06:36;REALIZADO
AZU;4373;0;N;SBSV;SBKP;25/07/2020 03:30;25/07/2020 03:33;25/07/2020 06:00;25/07/2020 06:10;REALIZADO
AZU;4521;0;N;SBRF;SBGR;25/07/2020 03:30;25/07/2020 03:24;25/07/2020 07:00;25/07/2020 06:33;REALIZADO
TAP;9546;2;I;KORD;SBGR;25/07/2020 03:30;;25/07/2020 13:40;;CANCELADO
AZU;4341;0;N;SBCY;SBKP;25/07/2020 03:45;25/07/2020 03:34;25/07/2020 05:45;25/07/2020 05:27;REALIZADO
TAM;3212;0;N;SBRF;SBGR;25/07/2020 03:45;25/07/2020 03:33;25/07/2020 06:55;25/07/2020 06:41;REALIZADO
GLO;1742;0;N;SBEG;SBGR;25/07/2020 04:00;25/07/2020 03:54;25/07/2020 07:50;25/07/2020 07:37;REALIZADO
GLO;1761;0;N;SBBE;SBGR;25/07/2020 04:00;25/07/2020 03:48;25/07/2020 07:45;25/07/2020 07:21;REALIZADO
GLO;1781;0;N;SBFZ;SBGR;25/07/2020 04:00;25/07/2020 03:45;25/07/2020 07:35;25/07/2020 07:06;REALIZADO
AZU;4335;0;N;SBRF;SBKP;25/07/2020 04:05;25/07/2020 03:50;25/07/2020 07:20;25/07/2020 06:54;REALIZADO
ETH;506;0;I;HAAB;SBGR;25/07/2020 04:05;;25/07/2020 16:15;;CANCELADO
GLO;2255;0;N;SBEG;SBGL;25/07/2020 04:20;25/07/2020 06:17;25/07/2020 08:20;25/07/2020 09:57;REALIZADO
KLM;705;0;X;EHAM;SBGL;25/07/2020 04:20;25/07/2020 04:23;25/07/2020 16:05;25/07/2020 15:55;REALIZADO
LCO;1508;0;G;SBGR;SCEL;25/07/2020 04:25;;25/07/2020 08:20;;CANCELADO
LTG;8497;0;G;SCEL;SBGR;25/07/2020 04:35;25/07/2020 04:13;25/07/2020 08:15;25/07/2020 08:12;REALIZADO
GLO;1729;0;N;SBRF;SBGR;25/07/2020 04:45;25/07/2020 04:36;25/07/2020 07:50;25/07/2020 07:48;REALIZADO
PTB;2269;0;N;SBDO;SBGR;25/07/2020 04:45;25/07/2020 04:37;25/07/2020 07:15;25/07/2020 06:45;REALIZADO
OWT;5621;0;C;SBSV;SBVC;25/07/2020 04:50;;25/07/2020 06:10;;CANCELADO
LTG;6574;0;C;SBGR;SBEG;25/07/2020 04:55;25/07/2020 04:48;25/07/2020 08:40;25/07/2020 08:31;REALIZADO
GLO;1721;0;N;SBSV;SBGR;25/07/2020 05:00;25/07/2020 04:50;25/07/2020 07:25;25/07/2020 07:23;REALIZADO
QTR;8158;0;G;EBLG;OTHH;25/07/2020 05:05;;25/07/2020 11:15;;CANCELADO
AZU;4361;0;N;SBCG;SBKP;25/07/2020 05:20;25/07/2020 05:08;25/07/2020 06:55;25/07/2020 06:33;REALIZADO
AZU;4393;0;N;SBUL;SBKP;25/07/2020 05:25;25/07/2020 05:15;25/07/2020 06:55;25/07/2020 06:46;REALIZADO
AZU;4327;0;N;SBGO;SBKP;25/07/2020 05:30;25/07/2020 05:20;25/07/2020 07:05;25/07/2020 06:42;REALIZADO
GLO;2241;0;N;SBRF;SBGL;25/07/2020 05:30;25/07/2020 05:17;25/07/2020 08:35;25/07/2020 08:12;REALIZADO
UPS;413;0;X;SAEZ;SBKP;25/07/2020 05:30;25/07/2020 05:18;25/07/2020 08:00;25/07/2020 07:46;REALIZADO
AZU;4411;0;N;SBVT;SBKP;25/07/2020 05:35;25/07/2020 05:39;25/07/2020 07:10;25/07/2020 07:09;REALIZADO
AZU;4399;0;N;SBBR;SBKP;25/07/2020 05:45;25/07/2020 05:36;25/07/2020 07:25;25/07/2020 07:07;REALIZADO
AZU;4301;0;N;SBPA;SBKP;25/07/2020 06:00;25/07/2020 06:04;25/07/2020 07:35;25/07/2020 07:43;REALIZADO
AZU;4315;0;N;SBCT;SBKP;25/07/2020 06:00;25/07/2020 05:55;25/07/2020 07:00;25/07/2020 06:48;REALIZADO
AZU;4369;0;N;SBFL;SBKP;25/07/2020 06:00;25/07/2020 05:54;25/07/2020 07:10;25/07/2020 07:05;REALIZADO
AZU;4421;0;N;SBMK;SBCF;25/07/2020 06:00;25/07/2020 05:51;25/07/2020 07:05;25/07/2020 06:49;REALIZADO
AZU;4505;0;N;SBRP;SBKP;25/07/2020 06:00;25/07/2020 05:47;25/07/2020 07:05;25/07/2020 06:51;REALIZADO
AZU;4514;0;N;SBPA;SBGR;25/07/2020 06:00;25/07/2020 05:58;25/07/2020 07:45;25/07/2020 07:43;REALIZADO
AZU;4553;0;N;SBSV;SBCF;25/07/2020 06:00;25/07/2020 05:51;25/07/2020 07:45;25/07/2020 07:30;REALIZADO
GLO;1861;0;N;SBPA;SBBR;25/07/2020 06:00;25/07/2020 05:56;25/07/2020 08:25;25/07/2020 08:35;REALIZADO
GLO;2207;0;N;SBSV;SBGL;25/07/2020 06:00;25/07/2020 05:53;25/07/2020 08:20;25/07/2020 08:00;REALIZADO
GTI;57;0;X;KMIA;SBKP;25/07/2020 06:00;25/07/2020 17:44;25/07/2020 14:10;26/07/2020 01:51;REALIZADO
QTR;8148;0;G;ELLX;OTHH;25/07/2020 06:00;;25/07/2020 12:05;;CANCELADO
GLO;1117;0;N;SBBR;SBGR;25/07/2020 06:05;25/07/2020 05:56;25/07/2020 07:55;25/07/2020 07:37;REALIZADO
GLO;1159;0;N;SBGO;SBGR;25/07/2020 06:05;25/07/2020 05:58;25/07/2020 07:40;25/07/2020 07:24;REALIZADO
GLO;1325;0;N;SBFL;SBGR;25/07/2020 06:05;25/07/2020 06:00;25/07/2020 07:20;25/07/2020 07:12;REALIZADO
GLO;1431;0;N;SBUL;SBGR;25/07/2020 06:05;25/07/2020 05:57;25/07/2020 07:35;25/07/2020 07:01;REALIZADO
AZU;4507;0;N;SBSR;SBKP;25/07/2020 06:10;25/07/2020 06:10;25/07/2020 07:15;25/07/2020 07:28;REALIZADO
GLO;1139;0;N;SBCG;SBGR;25/07/2020 06:10;25/07/2020 05:58;25/07/2020 08:00;25/07/2020 07:31;REALIZADO
GLO;1449;0;N;SBCF;SBGR;25/07/2020 06:10;25/07/2020 06:04;25/07/2020 07:30;25/07/2020 07:17;REALIZADO
GLO;1821;0;N;SBCT;SBBR;25/07/2020 06:10;25/07/2020 06:06;25/07/2020 08:05;25/07/2020 07:49;REALIZADO
AZU;4357;0;N;SBRJ;SBKP;25/07/2020 06:15;25/07/2020 06:19;25/07/2020 07:25;25/07/2020 07:20;REALIZADO
AZU;4365;0;N;SBNF;SBKP;25/07/2020 06:15;25/07/2020 06:07;25/07/2020 07:20;25/07/2020 07:16;REALIZADO
GLO;1305;0;N;SBPA;SBGR;25/07/2020 06:15;25/07/2020 06:08;25/07/2020 07:55;25/07/2020 07:51;REALIZADO
TAM;3059;0;N;SBSP;SBPA;25/07/2020 06:15;25/07/2020 06:01;25/07/2020 07:55;25/07/2020 07:28;REALIZADO
AZU;4323;0;N;SBCF;SBKP;25/07/2020 06:20;25/07/2020 06:29;25/07/2020 07:35;25/07/2020 07:26;REALIZADO
GLO;1075;0;N;SBRJ;SBGR;25/07/2020 06:20;25/07/2020 06:10;25/07/2020 07:30;25/07/2020 07:09;REALIZADO
PTB;2279;0;N;SBSR;SBBR;25/07/2020 06:20;25/07/2020 06:18;25/07/2020 08:00;25/07/2020 07:58;REALIZADO
GLO;1167;0;N;SBKP;SBBR;25/07/2020 06:25;25/07/2020 06:21;25/07/2020 08:00;25/07/2020 07:55;REALIZADO
GLO;1801;0;N;SBRJ;SBBR;25/07/2020 06:25;25/07/2020 06:16;25/07/2020 08:15;25/07/2020 07:55;REALIZADO
GLO;1841;0;N;SBGL;SBBR;25/07/2020 06:25;25/07/2020 06:21;25/07/2020 08:15;25/07/2020 08:11;REALIZADO
AZU;4001;0;N;SBRJ;SBSP;25/07/2020 06:30;25/07/2020 06:25;25/07/2020 07:35;25/07/2020 07:20;REALIZADO
AZU;6006;0;C;SBKP;SBFZ;25/07/2020 06:30;25/07/2020 06:30;25/07/2020 10:05;25/07/2020 10:15;REALIZADO
GLO;1063;0;N;SBGL;SBGR;25/07/2020 06:30;25/07/2020 06:25;25/07/2020 07:45;25/07/2020 07:28;REALIZADO
GLO;1116;0;N;SBGR;SBBR;25/07/2020 06:30;25/07/2020 06:24;25/07/2020 08:10;25/07/2020 08:02;REALIZADO
GLO;1817;0;N;SBCY;SBBR;25/07/2020 06:30;25/07/2020 06:29;25/07/2020 08:05;25/07/2020 08:03;REALIZADO
TAM;3210;0;N;SBSP;SBCF;25/07/2020 06:30;25/07/2020 06:27;25/07/2020 07:45;25/07/2020 07:38;REALIZADO
GLO;1106;0;N;SBSP;SBBR;25/07/2020 06:35;25/07/2020 06:26;25/07/2020 08:25;25/07/2020 08:08;REALIZADO
AZU;4522;0;N;SBGR;SBCF;25/07/2020 06:40;25/07/2020 07:32;25/07/2020 08:00;25/07/2020 09:01;REALIZADO
