ICAO Empresa Aerea;Numero Voo;Codigo DI;Codigo Tipo Linha;ICAO Aerodromo Origem;ICAO Aerodromo Destino;Partida Prevista;Partida Real;Chegada Prevista;Chegada Real;Situacao Voo
GLO;1161;0;N;SBGO;SBGR;13/07/2020 19:10;13/07/2020 18:59;13/07/2020 20:55;13/07/2020 20:22;REALIZADO
TAM;3236;0;N;SBGR;SBRJ;13/07/2020 19:15;13/07/2020 19:04;13/07/2020 20:20;13/07/2020 19:58;REALIZADO
TAM;3266;0;N;SBGR;SBCT;13/07/2020 19:15;13/07/2020 19:08;13/07/2020 20:15;13/07/2020 20:05;REALIZADO
GLO;1141;0;N;SBCG;SBGR;13/07/2020 19:20;13/07/2020 19:09;13/07/2020 21:10;13/07/2020 20:41;REALIZADO
GLO;1121;0;N;SBBR;SBGR;13/07/2020 19:25;13/07/2020 19:23;13/07/2020 21:15;13/07/2020 20:47;REALIZADO
GLO;1217;0;N;SBCT;SBGR;13/07/2020 19:25;13/07/2020 19:16;13/07/2020 20:40;13/07/2020 20:11;REALIZADO
AZU;4355;0;N;SBRJ;SBKP;13/07/2020 19:30;13/07/2020 19:40;13/07/2020 20:40;13/07/2020 20:43;REALIZADO
GLO;1071;0;N;SBRJ;SBGR;13/07/2020 19:30;;13/07/2020 20:30;;CANCELADO
GLO;1425;0;N;SBVT;SBGR;13/07/2020 19:30;13/07/2020 19:28;13/07/2020 21:15;13/07/2020 20:53;REALIZADO
TAM;3955;0;N;SBRJ;SBSP;13/07/2020 19:30;13/07/2020 19:20;13/07/2020 20:35;13/07/2020 20:15;REALIZADO
VPE;920;9;X;SPJC;SBGR;13/07/2020 19:30;13/07/2020 19:43;14/07/2020 00:35;14/07/2020 00:24;REALIZADO
AZU;4313;0;N;SBCT;SBKP;13/07/2020 19:35;13/07/2020 19:15;13/07/2020 20:40;13/07/2020 20:03;REALIZADO
AZU;4321;0;N;SBCF;SBKP;13/07/2020 19:35;13/07/2020 19:25;13/07/2020 20:50;13/07/2020 20:41;REALIZADO
AZU;4565;0;N;SBFL;SBKP;13/07/2020 19:35;13/07/2020 19:57;13/07/2020 20:55;13/07/2020 21:06;REALIZADO
GLO;1309;0;N;SBPA;SBGR;13/07/2020 19:35;13/07/2020 19:26;13/07/2020 21:15;13/07/2020 20:57;REALIZADO
AZU;4559;0;N;SBNF;SBKP;13/07/2020 19:40;13/07/2020 19:47;13/07/2020 21:05;13/07/2020 21:10;REALIZADO
GLO;1323;0;N;SBFL;SBGR;13/07/2020 19:40;13/07/2020 19:26;13/07/2020 20:55;13/07/2020 20:31;REALIZADO
GLO;1447;0;N;SBCF;SBGR;13/07/2020 19:40;13/07/2020 19:33;13/07/2020 21:00;13/07/2020 20:45;REALIZADO
GLO;2208;0;N;SBGL;SBCT;13/07/2020 19:45;;13/07/2020 21:05;;CANCELADO
TAM;3939;0;N;SBBR;SBRJ;13/07/2020 19:45;13/07/2020 19:32;13/07/2020 21:30;13/07/2020 20:59;REALIZADO
TAP;3109;0;X;LPPT;SBGR;13/07/2020 19:45;13/07/2020 19:59;14/07/2020 05:45;14/07/2020 05:35;REALIZADO
GLO;1069;0;N;SBGL;SBGR;13/07/2020 19:50;13/07/2020 19:48;13/07/2020 20:50;13/07/2020 20:46;REALIZADO
GLO;2222;0;N;SBGL;SBNF;13/07/2020 19:50;13/07/2020 19:45;13/07/2020 21:25;13/07/2020 21:19;REALIZADO
SID;9408;7;C;SBFZ;SBGR;13/07/2020 19:50;13/07/2020 19:50;13/07/2020 23:20;13/07/2020 23:20;REALIZADO
GLO;2244;0;N;SBGL;SBPA;13/07/2020 19:55;;13/07/2020 22:05;;CANCELADO
AZU;4429;0;N;SBRF;SBSV;13/07/2020 20:15;13/07/2020 20:12;13/07/2020 21:35;13/07/2020 21:25;REALIZADO
AZU;4516;0;N;SBPA;SBGR;13/07/2020 20:15;13/07/2020 20:30;13/07/2020 22:10;13/07/2020 22:01;REALIZADO
GLO;1911;0;N;SBFZ;SBRF;13/07/2020 20:15;13/07/2020 20:08;13/07/2020 21:25;13/07/2020 21:28;REALIZADO
UPS;417;0;X;SAEZ;SBKP;13/07/2020 20:15;13/07/2020 19:52;13/07/2020 22:45;13/07/2020 22:03;REALIZADO
TAM;3406;0;N;SBSV;SBBR;13/07/2020 20:25;13/07/2020 20:20;13/07/2020 22:15;13/07/2020 22:18;REALIZADO
AZU;4456;0;N;SBSP;SBRJ;13/07/2020 20:30;13/07/2020 20:22;13/07/2020 21:30;13/07/2020 21:14;REALIZADO
GLO;1843;0;N;SBGL;SBBR;13/07/2020 20:30;;13/07/2020 22:15;;CANCELADO
GLO;2254;0;N;SBGL;SBEG;13/07/2020 20:30;13/07/2020 20:16;14/07/2020 00:30;14/07/2020 00:44;REALIZADO
GLO;2908;0;N;SBSP;SBRJ;13/07/2020 20:30;13/07/2020 20:17;13/07/2020 21:35;13/07/2020 21:07;REALIZADO
GEC;8265;0;X;GOBD;EDDF;13/07/2020 20:35;13/07/2020 21:44;14/07/2020 02:35;14/07/2020 03:31;REALIZADO
TAM;3414;0;N;SBGO;SBGR;13/07/2020 20:35;13/07/2020 20:22;13/07/2020 22:20;13/07/2020 21:48;REALIZADO
TAM;3611;0;N;SBFL;SBGR;13/07/2020 20:35;13/07/2020 20:26;13/07/2020 21:50;13/07/2020 21:31;REALIZADO
TAM;4629;0;N;SBPA;SBGR;13/07/2020 20:35;13/07/2020 20:44;13/07/2020 22:10;13/07/2020 22:11;REALIZADO
GLO;1804;0;N;SBBR;SBRJ;13/07/2020 20:40;13/07/2020 20:32;13/07/2020 22:25;13/07/2020 22:06;REALIZADO
GLO;1820;0;N;SBBR;SBCT;13/07/2020 20:40;13/07/2020 20:26;13/07/2020 22:35;13/07/2020 22:13;REALIZADO
GLO;2240;0;N;SBGL;SBRF;13/07/2020 20:40;;13/07/2020 23:40;;CANCELADO
TAM;3527;0;N;SBBR;SBSP;13/07/2020 20:40;13/07/2020 20:32;13/07/2020 22:25;13/07/2020 22:13;REALIZADO
GLO;1113;0;N;SBBR;SBSP;13/07/2020 20:45;13/07/2020 20:30;13/07/2020 22:25;13/07/2020 22:04;REALIZADO
GLO;1860;0;N;SBBR;SBPA;13/07/2020 20:45;13/07/2020 20:39;13/07/2020 23:25;13/07/2020 23:11;REALIZADO
TAM;3336;0;N;SBVT;SBGR;13/07/2020 20:45;13/07/2020 20:32;13/07/2020 22:20;13/07/2020 21:51;REALIZADO
TAM;3381;0;N;SBBR;SBGR;13/07/2020 20:45;13/07/2020 20:38;13/07/2020 22:20;13/07/2020 22:17;REALIZADO
AAL;9715;2;X;KMIA;SBGR;13/07/2020 20:50;13/07/2020 20:39;14/07/2020 05:40;14/07/2020 05:07;REALIZADO
GLO;1816;0;N;SBBR;SBCY;13/07/2020 20:50;;13/07/2020 22:35;;CANCELADO
GLO;1123;0;N;SBBR;SBGR;13/07/2020 20:55;13/07/2020 20:39;13/07/2020 22:45;13/07/2020 22:18;REALIZADO
GLO;1166;0;N;SBBR;SBKP;13/07/2020 20:55;;13/07/2020 22:30;;CANCELADO
GLO;1842;0;N;SBBR;SBGL;13/07/2020 20:55;;13/07/2020 22:40;;CANCELADO
OWT;5602;0;C;SBVT;SBGR;13/07/2020 20:55;13/07/2020 20:50;13/07/2020 23:50;13/07/2020 23:49;REALIZADO
TAM;3876;0;N;SBNF;SBGR;13/07/2020 20:55;13/07/2020 21:03;13/07/2020 22:05;13/07/2020 22:01;REALIZADO
LCO;1506;0;X;SCEL;SPJC;13/07/2020 21:00;13/07/2020 11:45;13/07/2020 22:00;13/07/2020 15:17;REALIZADO
LTG;8490;0;G;SBKP;SAEZ;13/07/2020 21:00;13/07/2020 20:43;13/07/2020 23:45;13/07/2020 23:50;REALIZADO
TAM;3341;0;N;SBCF;SBGR;13/07/2020 21:00;13/07/2020 20:49;13/07/2020 22:20;13/07/2020 21:56;REALIZADO
AZU;4455;0;N;SBCF;SBSP;13/07/2020 21:05;13/07/2020 20:52;13/07/2020 22:25;13/07/2020 22:07;REALIZADO
GLO;1812;0;N;SBBR;SBGO;13/07/2020 21:05;13/07/2020 20:59;13/07/2020 21:50;13/07/2020 21:34;REALIZADO
GLO;1830;0;N;SBBR;SBCF;13/07/2020 21:05;13/07/2020 20:53;13/07/2020 22:20;13/07/2020 22:01;REALIZADO
OWT;5621;0;C;SBFZ;SBSG;13/07/2020 21:05;;13/07/2020 22:50;;CANCELADO
TAM;3296;0;N;SBRJ;SBGR;13/07/2020 21:05;13/07/2020 20:59;13/07/2020 22:10;13/07/2020 21:46;REALIZADO
AZU;4416;0;N;SBCF;SBRJ;13/07/2020 21:10;13/07/2020 20:59;13/07/2020 22:25;13/07/2020 22:16;REALIZADO
AZU;4500;0;N;SBCF;SBBE;13/07/2020 21:10;13/07/2020 21:03;14/07/2020 00:15;14/07/2020 00:04;REALIZADO
TAM;3687;0;N;SBCT;SBGR;13/07/2020 21:10;13/07/2020 21:04;13/07/2020 22:15;13/07/2020 22:04;REALIZADO
AZU;4412;0;N;SBCF;SBVT;13/07/2020 21:15;13/07/2020 21:27;13/07/2020 22:35;13/07/2020 22:39;REALIZADO
PTB;2278;0;N;SBBR;SBSR;13/07/2020 21:15;13/07/2020 21:06;13/07/2020 22:55;13/07/2020 22:39;REALIZADO
SID;9520;7;C;SBCG;SBGO;13/07/2020 21:20;13/07/2020 21:15;13/07/2020 22:35;13/07/2020 22:35;REALIZADO
KAL;274;0;X;KLAX;RKSI;13/07/2020 21:25;13/07/2020 22:35;14/07/2020 10:25;14/07/2020 11:27;REALIZADO
AZU;4356;0;N;SBKP;SBRJ;13/07/2020 21:30;13/07/2020 21:42;13/07/2020 22:25;13/07/2020 22:38;REALIZADO
AZU;4376;0;N;SBCF;SBUL;13/07/2020 21:30;13/07/2020 21:31;13/07/2020 23:00;13/07/2020 23:00;REALIZADO
SID;9522;7;C;SBRF;SBGR;13/07/2020 21:30;13/07/2020 22:10;14/07/2020 00:55;14/07/2020 01:12;REALIZADO
AZU;4322;0;N;SBKP;SBCF;13/07/2020 21:35;13/07/2020 21:35;13/07/2020 22:45;13/07/2020 22:38;REALIZADO
AZU;4517;0;N;SBGR;SBPA;13/07/2020 21:35;13/07/2020 21:22;13/07/2020 23:25;13/07/2020 23:17;REALIZADO
DLH;501;0;I;SBGL;EDDF;13/07/2020 21:35;;14/07/2020 09:30;;CANCELADO
AZU;4306;0;N;SBKP;SBPA;13/07/2020 21:40;13/07/2020 21:38;13/07/2020 23:25;13/07/2020 23:23;REALIZADO
AZU;4314;0;N;SBKP;SBCT;13/07/2020 21:45;13/07/2020 21:46;13/07/2020 22:45;13/07/2020 22:43;REALIZADO
GLO;1310;0;N;SBGR;SBPA;13/07/2020 21:45;13/07/2020 21:35;13/07/2020 23:25;13/07/2020 23:36;REALIZADO
AZU;4410;0;N;SBKP;SBVT;13/07/2020 21:50;13/07/2020 21:51;13/07/2020 23:25;13/07/2020 23:16;REALIZADO
GEC;8254;0;G;GOBD;SBKP;13/07/2020 21:50;;14/07/2020 04:30;;CANCELADO
LCO;1503;0;X;GVAC;SBGR;13/07/2020 21:50;13/07/2020 23:51;14/07/2020 04:20;14/07/2020 06:13;REALIZADO
AZU;4398;0;N;SBKP;SBBR;13/07/2020 21:55;13/07/2020 21:53;13/07/2020 23:40;13/07/2020 23:32;REALIZADO
PTB;2216;0;N;SBGR;SBRP;13/07/2020 21:55;;13/07/2020 23:05;;CANCELADO
AZU;4364;0;N;SBKP;SBNF;13/07/2020 22:00;13/07/2020 21:58;13/07/2020 23:10;13/07/2020 23:12;REALIZADO
GLO;1122;0;N;SBGR;SBBR;13/07/2020 22:00;13/07/2020 21:52;13/07/2020 23:40;13/07/2020 23:33;REALIZADO
GLO;1743;0;N;SBGR;SBEG;13/07/2020 22:00;13/07/2020 22:02;14/07/2020 01:50;14/07/2020 02:08;REALIZADO
AZU;4382;0;N;SBKP;SBEG;13/07/2020 22:05;13/07/2020 22:06;14/07/2020 01:40;14/07/2020 01:51;REALIZADO
AZU;4392;0;N;SBKP;SBUL;13/07/2020 22:05;13/07/2020 22:15;13/07/2020 23:35;13/07/2020 23:48;REALIZADO
GLO;1432;0;N;SBGR;SBUL;13/07/2020 22:05;13/07/2020 22:01;13/07/2020 23:35;13/07/2020 23:31;REALIZADO
PTB;2268;0;N;SBGR;SBDO;13/07/2020 22:05;;14/07/2020 00:25;;CANCELADO
UAL;62;0;X;KIAH;SBGR;13/07/2020 22:05;12/07/2020 22:14;14/07/2020 07:45;13/07/2020 07:54;REALIZADO
GLO;1911;0;N;SBRF;SBSV;13/07/2020 22:10;;13/07/2020 23:35;;CANCELADO
AZU;4334;0;N;SBKP;SBRF;13/07/2020 22:15;13/07/2020 22:09;14/07/2020 01:10;14/07/2020 01:22;REALIZADO
GLO;1326;0;N;SBGR;SBFL;13/07/2020 22:15;13/07/2020 22:08;13/07/2020 23:30;13/07/2020 23:26;REALIZADO
GLO;1760;0;N;SBGR;SBBE;13/07/2020 22:15;13/07/2020 22:05;14/07/2020 01:50;14/07/2020 01:47;REALIZADO
GLO;1784;0;N;SBGR;SBFZ;13/07/2020 22:15;13/07/2020 22:09;14/07/2020 01:35;14/07/2020 01:54;REALIZADO
AZU;4326;0;N;SBKP;SBGO;13/07/2020 22:25;;14/07/2020 00:10;;CANCELADO
GLO;1218;0;N;SBGR;SBCT;13/07/2020 22:25;13/07/2020 22:17;13/07/2020 23:30;13/07/2020 23:18;REALIZADO
AAL;9716;2;X;SBGR;KMIA;13/07/2020 22:30;13/07/2020 22:24;14/07/2020 07:35;14/07/2020 06:19;REALIZADO
AZU;4386;0;N;SBKP;SBAU;13/07/2020 22:30;13/07/2020 22:25;13/07/2020 23:55;13/07/2020 23:50;REALIZADO
GLO;1720;0;N;SBGR;SBSV;13/07/2020 22:30;13/07/2020 22:24;14/07/2020 00:55;14/07/2020 00:51;REALIZADO
AZU;4360;0;N;SBKP;SBCG;13/07/2020 22:35;13/07/2020 22:29;14/07/2020 00:15;14/07/2020 00:08;REALIZADO
GLO;1066;0;N;SBGR;SBGL;13/07/2020 22:35;13/07/2020 22:25;13/07/2020 23:40;13/07/2020 23:31;REALIZADO
AZU;4470;0;N;SBKP;SBFZ;13/07/2020 22:40;13/07/2020 22:40;14/07/2020 02:00;14/07/2020 01:59;REALIZADO
LTG;8442;0;G;SBKP;SKRG;13/07/2020 22:40;;14/07/2020 04:25;;CANCELADO
AZU;4504;0;N;SBKP;SBRP;13/07/2020 22:50;13/07/2020 22:42;13/07/2020 23:55;13/07/2020 23:38;REALIZADO
TAM;3326;0;N;SBGR;SBFZ;13/07/2020 22:50;13/07/2020 22:37;14/07/2020 02:10;14/07/2020 02:09;REALIZADO
AZU;4506;0;N;SBKP;SBSR;13/07/2020 22:55;13/07/2020 22:49;14/07/2020 00:10;14/07/2020 00:10;REALIZADO
LCO;1506;0;X;SPJC;KMIA;13/07/2020 23:00;13/07/2020 16:32;14/07/2020 00:00;13/07/2020 22:09;REALIZADO
SID;9304;7;C;SBBR;SBGR;13/07/2020 23:00;13/07/2020 23:00;14/07/2020 00:40;14/07/2020 00:35;REALIZADO
OWT;5621;0;C;SBSG;SBRF;13/07/2020 23:10;;14/07/2020 00:15;;CANCELADO
TTL;5682;0;C;SBVT;SBGR;13/07/2020 23:10;13/07/2020 23:25;14/07/2020 00:40;14/07/2020 00:51;REALIZADO
TAM;3310;0;N;SBGR;SBSV;13/07/2020 23:15;13/07/2020 23:00;14/07/2020 01:30;14/07/2020 01:23;REALIZADO
AZU;4520;0;N;SBGR;SBRF;13/07/2020 23:20;13/07/2020 22:59;14/07/2020 02:30;14/07/2020 02:06;REALIZADO
TTL;5678;0;C;SBPA;SBGR;13/07/2020 23:20;13/07/2020 23:24;14/07/2020 00:55;14/07/2020 00:54;REALIZADO
SID;9520;7;C;SBGO;SBGR;13/07/2020 23:25;13/07/2020 23:15;14/07/2020 00:55;14/07/2020 00:45;REALIZADO
UAL;63;0;X;SBGR;KIAH;13/07/2020 23:30;13/07/2020 23:15;14/07/2020 09:10;14/07/2020 08:59;REALIZADO
AZU;4340;0;N;SBKP;SBCY;13/07/2020 23:40;13/07/2020 23:23;14/07/2020 01:45;14/07/2020 01:28;REALIZADO
AZU;4372;0;N;SBKP;SBSV;13/07/2020 23:50;13/07/2020 23:44;14/07/2020 02:10;14/07/2020 02:01;REALIZADO
AZU;4368;0;N;SBKP;SBFL;13/07/2020 23:55;13/07/2020 23:36;14/07/2020 01:05;14/07/2020 00:42;REALIZADO
AZU;4476;0;N;SBKP;SBPJ;13/07/2020 23:55;13/07/2020 23:39;14/07/2020 02:10;14/07/2020 01:49;REALIZADO
QTR;8157;0;G;SBGR;SAEZ;14/07/2020 00:00;;14/07/2020 03:00;;CANCELADO
THY;6153;0;G;LTFM;GOBD;14/07/2020 00:15;;14/07/2020 07:25;;CANCELADO
UPS;417;0;X;SBKP;SKBO;14/07/2020 00:15;14/07/2020 00:22;14/07/2020 05:50;14/07/2020 05:50;REALIZADO
SID;9306;2;C;SBBR;SBGR;14/07/2020 00:30;14/07/2020 00:19;14/07/2020 02:00;14/07/2020 01:53;REALIZADO
UAL;2784;2;X;KORD;SBGR;14/07/2020 00:30;14/07/2020 00:49;14/07/2020 10:55;14/07/2020 10:43;REALIZADO
LCO;1506;0;X;KMIA;EHAM;14/07/2020 00:40;14/07/2020 00:22;14/07/2020 09:30;14/07/2020 09:12;REALIZADO
OWT;5621;0;C;SBRF;SBMO;14/07/2020 00:45;;14/07/2020 01:35;;CANCELADO
LTG;8490;0;G;SAEZ;SCEL;14/07/2020 01:00;14/07/2020 01:25;14/07/2020 03:20;14/07/2020 03:25;REALIZADO
UAE;2651;9;X;OMDB;SBGR;14/07/2020 01:05;14/07/2020 01:15;14/07/2020 16:00;14/07/2020 15:38;REALIZADO
QTR;8155;0;G;OTHH;ELLX;14/07/2020 01:30;;14/07/2020 08:00;;CANCELADO
ETH;507;0;X;SBGR;HAAB;14/07/2020 01:45;14/07/2020 01:48;14/07/2020 13:45;14/07/2020 13:26;REALIZADO
OWT;5621;0;C;SBMO;SBAR;14/07/2020 01:55;;14/07/2020 02:55;;CANCELADO
QTR;774;0;X;SBGR;OTHH;14/07/2020 01:55;14/07/2020 02:09;14/07/2020 16:45;14/07/2020 17:12;REALIZADO
VPE;958;9;X;SBGR;SGAS;14/07/2020 02:20;14/07/2020 02:27;14/07/2020 04:25;14/07/2020 04:32;REALIZADO
AZU;4501;0;N;SBBE;SBCF;14/07/2020 02:25;14/07/2020 02:19;14/07/2020 05:30;14/07/2020 05:05;REALIZADO
TAM;4673;0;N;SBSV;SBGR;14/07/2020 02:25;14/07/2020 02:18;14/07/2020 04:55;14/07/2020 04:26;REALIZADO
TTL;5683;0;C;SBGR;SBGL;14/07/2020 02:30;14/07/2020 02:30;14/07/2020 03:30;14/07/2020 03:23;REALIZADO
OWT;5615;0;C;SBCF;SBJD;14/07/2020 03:00;14/07/2020 03:30;14/07/2020 05:00;14/07/2020 05:47;REALIZADO
SID;9307;7;C;SBGR;SBBR;14/07/2020 03:00;14/07/2020 02:52;14/07/2020 04:35;14/07/2020 04:30;REALIZADO
SID;9523;2;C;SBGR;SBRF;14/07/2020 03:00;14/07/2020 02:50;14/07/2020 06:00;14/07/2020 06:05;REALIZADO
AZU;4471;0;N;SBFZ;SBKP;14/07/2020 03:05;14/07/2020 02:56;14/07/2020 06:30;14/07/2020 06:09;REALIZADO
TAM;4745;0;N;SBFZ;SBGR;14/07/2020 03:05;14/07/2020 02:56;14/07/2020 06:35;14/07/2020 06:03;REALIZADO
AZU;4383;0;N;SBEG;SBKP;14/07/2020 03:15;14/07/2020 03:17;14/07/2020 06:50;14/07/2020 06:55;REALIZADO
OWT;5621;0;C;SBAR;SBSV;14/07/2020 03:15;;14/07/2020 04:20;;CANCELADO
SID;9521;7;C;SBGR;SBGO;14/07/2020 03:20;14/07/2020 03:10;14/07/2020 04:45;14/07/2020 04:50;REALIZADO
SOO;8027;2;I;SBGR;SCEL;14/07/2020 03:25;;14/07/2020 07:30;;CANCELADO
AZU;4373;0;N;SBSV;SBKP;14/07/2020 03:30;14/07/2020 04:20;14/07/2020 06:00;14/07/2020 06:41;REALIZADO
AZU;4521;0;N;SBRF;SBGR;14/07/2020 03:30;14/07/2020 03:26;14/07/2020 07:00;14/07/2020 06:22;REALIZADO
UAE;9917;9;X;SBGR;SPJC;14/07/2020 03:35;14/07/2020 05:55;14/07/2020 09:15;14/07/2020 10:51;REALIZADO
OWT;5601;0;C;SBGR;SBVT;14/07/2020 03:40;14/07/2020 03:40;14/07/2020 06:35;14/07/2020 06:30;REALIZADO
AZU;4341;0;N;SBCY;SBKP;14/07/2020 03:45;14/07/2020 03:40;14/07/2020 05:45;14/07/2020 05:34;REALIZADO
SID;9409;2;C;SBGR;SBFZ;14/07/2020 03:45;14/07/2020 03:33;14/07/2020 07:05;14/07/2020 07:15;REALIZADO
GLO;1742;0;N;SBEG;SBGR;14/07/2020 04:00;14/07/2020 03:49;14/07/2020 07:50;14/07/2020 07:34;REALIZADO
GLO;1761;0;N;SBBE;SBGR;14/07/2020 04:00;14/07/2020 03:59;14/07/2020 07:45;14/07/2020 07:22;REALIZADO
GLO;1781;0;N;SBFZ;SBGR;14/07/2020 04:00;14/07/2020 03:57;14/07/2020 07:35;14/07/2020 07:14;REALIZADO
SID;9305;7;C;SBGR;SBBR;14/07/2020 04:00;14/07/2020 04:00;14/07/2020 05:45;14/07/2020 05:45;REALIZADO
SID;9525;2;C;SBGR;SBRF;14/07/2020 04:00;14/07/2020 03:55;14/07/2020 07:00;14/07/2020 07:10;REALIZADO
AZU;4335;0;N;SBRF;SBKP;14/07/2020 04:05;14/07/2020 03:53;14/07/2020 07:20;14/07/2020 06:58;REALIZADO
GTI;35;0;X;KMIA;SBEG;14/07/2020 04:05;14/07/2020 06:48;14/07/2020 09:25;14/07/2020 12:16;REALIZADO
AZU;4477;0;N;SBPJ;SBKP;14/07/2020 04:10;14/07/2020 04:09;14/07/2020 06:25;14/07/2020 06:17;REALIZADO
GLO;2255;0;N;SBEG;SBGL;14/07/2020 04:20;14/07/2020 04:11;14/07/2020 08:20;14/07/2020 08:04;REALIZADO
KLM;705;0;I;EHAM;SBGL;14/07/2020 04:20;;14/07/2020 16:05;;CANCELADO
LTG;8473;0;G;SBGL;SBGR;14/07/2020 04:20;14/07/2020 04:33;14/07/2020 05:30;14/07/2020 05:28;REALIZADO
TTL;5683;0;C;SBGL;SBVT;14/07/2020 04:20;14/07/2020 04:10;14/07/2020 05:15;14/07/2020 05:10;REALIZADO
LTG;8491;0;G;SCEL;SBGR;14/07/2020 04:35;14/07/2020 04:30;14/07/2020 08:25;14/07/2020 07:46;REALIZADO
TTL;5679;0;C;SBGR;SBPA;14/07/2020 04:40;14/07/2020 04:55;14/07/2020 06:20;14/07/2020 06:43;REALIZADO
OWT;5545;0;C;SBEG;SBPV;14/07/2020 04:45;14/07/2020 05:09;14/07/2020 07:40;14/07/2020 07:55;REALIZADO
PTB;2269;0;N;SBDO;SBGR;14/07/2020 04:45;;14/07/2020 07:15;;CANCELADO
QTR;8148;0;G;ELLX;OTHH;14/07/2020 04:45;;14/07/2020 10:50;;CANCELADO
OWT;5621;0;C;SBSV;SBVC;14/07/2020 04:50;;14/07/2020 06:10;;CANCELADO
QTR;8157;0;G;SAEZ;SEQM;14/07/2020 04:50;;14/07/2020 11:10;;CANCELADO
GLO;1721;0;N;SBSV;SBGR;14/07/2020 05:00;14/07/2020 04:53;14/07/2020 07:25;14/07/2020 07:13;REALIZADO
GTI;31;0;X;KMIA;SBKP;14/07/2020 05:00;14/07/2020 11:01;14/07/2020 13:20;14/07/2020 19:15;REALIZADO
FDX;40;0;X;KMEM;SBKP;14/07/2020 05:15;14/07/2020 05:51;14/07/2020 14:55;14/07/2020 15:24;REALIZADO
AZU;4361;0;N;SBCG;SBKP;14/07/2020 05:20;14/07/2020 05:08;14/07/2020 06:55;14/07/2020 06:34;REALIZADO
AZU;4393;0;N;SBUL;SBKP;14/07/2020 05:25;14/07/2020 05:15;14/07/2020 06:55;14/07/2020 06:55;REALIZADO
SID;9521;7;C;SBGO;SBCG;14/07/2020 05:25;14/07/2020 05:15;14/07/2020 06:40;14/07/2020 06:40;REALIZADO
AZU;4327;0;N;SBGO;SBKP;14/07/2020 05:30;14/07/2020 05:24;14/07/2020 07:05;14/07/2020 06:49;REALIZADO
AZU;4411;0;N;SBVT;SBKP;14/07/2020 05:35;14/07/2020 05:26;14/07/2020 07:10;14/07/2020 07:09;REALIZADO
LTG;8442;0;G;SKRG;KMIA;14/07/2020 05:35;;14/07/2020 08:55;;CANCELADO
AZU;4399;0;N;SBBR;SBKP;14/07/2020 05:45;14/07/2020 05:37;14/07/2020 07:25;14/07/2020 07:16;REALIZADO
VPE;959;9;X;SGAS;SPJC;14/07/2020 05:55;14/07/2020 06:00;14/07/2020 10:00;14/07/2020 10:00;REALIZADO
AZU;4301;0;N;SBPA;SBKP;14/07/2020 06:00;14/07/2020 05:57;14/07/2020 07:35;14/07/2020 07:32;REALIZADO
AZU;4315;0;N;SBCT;SBKP;14/07/2020 06:00;14/07/2020 06:07;14/07/2020 07:00;14/07/2020 07:05;REALIZADO
AZU;4369;0;N;SBFL;SBKP;14/07/2020 06:00;14/07/2020 05:56;14/07/2020 07:10;14/07/2020 07:03;REALIZADO
AZU;4387;0;N;SBAU;SBKP;14/07/2020 06:00;14/07/2020 05:58;14/07/2020 07:15;14/07/2020 07:17;REALIZADO
AZU;4505;0;N;SBRP;SBKP;14/07/2020 06:00;14/07/2020 06:23;14/07/2020 07:05;14/07/2020 07:29;REALIZADO
AZU;4514;0;N;SBPA;SBGR;14/07/2020 06:00;14/07/2020 06:02;14/07/2020 07:45;14/07/2020 07:31;REALIZADO
GEC;8254;0;G;SBKP;SBCT;14/07/2020 06:00;;14/07/2020 07:00;;CANCELADO
GLO;1861;0;N;SBPA;SBBR;14/07/2020 06:00;14/07/2020 05:51;14/07/2020 08:25;14/07/2020 08:14;REALIZADO
TAM;3057;0;N;SBBR;SBPA;14/07/2020 06:00;14/07/2020 05:54;14/07/2020 08:30;14/07/2020 08:28;REALIZADO
AZU;4434;0;N;SBRF;SBSL;14/07/2020 06:05;14/07/2020 05:57;14/07/2020 09:15;14/07/2020 08:47;REALIZADO
GLO;1117;0;N;SBBR;SBGR;14/07/2020 06:05;14/07/2020 05:56;14/07/2020 07:55;14/07/2020 07:37;REALIZADO
GLO;1325;0;N;SBFL;SBGR;14/07/2020 06:05;14/07/2020 06:02;14/07/2020 07:20;14/07/2020 07:05;REALIZADO
GLO;1431;0;N;SBUL;SBGR;14/07/2020 06:05;14/07/2020 05:58;14/07/2020 07:35;14/07/2020 07:04;REALIZADO
AZU;4507;0;N;SBSR;SBKP;14/07/2020 06:10;14/07/2020 05:53;14/07/2020 07:15;14/07/2020 06:57;REALIZADO
GLO;1821;0;N;SBCT;SBBR;14/07/2020 06:10;14/07/2020 06:01;14/07/2020 08:05;14/07/2020 08:02;REALIZADO
TAM;3234;0;N;SBGR;SBBR;14/07/2020 06:10;14/07/2020 06:04;14/07/2020 07:55;14/07/2020 07:50;REALIZADO
AZU;4357;0;N;SBRJ;SBKP;14/07/2020 06:15;14/07/2020 06:07;14/07/2020 07:25;14/07/2020 07:14;REALIZADO
AZU;4365;0;N;SBNF;SBKP;14/07/2020 06:15;14/07/2020 06:11;14/07/2020 07:20;14/07/2020 07:15;REALIZADO
GLO;1305;0;N;SBPA;SBGR;14/07/2020 06:15;14/07/2020 06:04;14/07/2020 07:55;14/07/2020 07:41;REALIZADO
